geoid,latitude,longitude,system_name,system_type,sample_date,pfhxs_result,pfna_result,hfpoda_result,pfbs_result,hazard_index
26085,43.89714395647205,-85.87224275994318,Fivecap Inc - (RFW),DAYCARE,2019/09/20 00:00:00+00,15,0,0,4,1.502
26133,43.9167527724083,-85.29932903278095,"Evart, City of",MUN,2018/09/10 00:00:00+00,0,0,0,0,0
26133,43.917858527455884,-85.50764003011587,Nartron Corp,INDUS,2019/06/10 00:00:00+00,0,0,0,0,0
NA,43.92109926360485,-83.89287447800542,Saginaw Chippewa Indian Tribe of Michigan - Saganing,TRB,2019/04/25 00:00:00+00,0,0,0,0,0
26133,43.93740785825036,-85.14278538735478,Muskegon River Youth Home,DAYCARE,2018/12/10 00:00:00+00,0,0,0,0,0
26133,43.93815096654944,-85.24697465835749,Pineview Homes,MUN,2018/09/11 00:00:00+00,0,0,0,0,0
26133,43.93980997960081,-85.55955475522828,HUNTEY'S CLUBHOUSE - REED CITY,MUN,2022/05/04 12:30:00+00,0,0,0,0,0
26105,43.940043330267805,-86.3931064232658,Pere Marquette TWP - Wells,MUN,2018/11/06 00:00:00+00,0,0,0,0,0
26085,43.94061249258466,-85.87214310289772,Webber Township,MUN,2019/07/02 00:00:00+00,0,0,0,0,0
26063,43.951283697780234,-83.26634194163495,"Caseville, City of",MUN,2021/01/29 00:00:00+00,0,0,0,0,0
26035,43.95579165268895,-84.77769992545615,Camp Rotary,CHLCMP,2019/06/13 00:00:00+00,0,0,0,0,0
26035,43.95686741064415,-84.88191498262994,Behavioral Rehabilitation Services,MEDCAR,2019/06/13 00:00:00+00,0,0,0,0,0
26105,43.96158748232012,-86.4453596955425,"Ludington, City of",MUN,2021/01/18 00:00:00+00,0,0,0,0,0
26105,43.961940423204275,-86.34113427323076,HOLIDAY VILLAGE MOBILE HOME PARK,MUN,2021/09/28 00:00:00+00,2,0,0,0,0.2
26105,43.96219780291495,-86.23690613812941,Mason Co Eastern High School,SCH,2018/11/07 00:00:00+00,0,0,0,0,0
26011,43.964549631496546,-83.89133458828071,Bay Arenac ISD,SCH,2018/11/01 00:00:00+00,0,0,0,0,0
26051,43.97441797856633,-84.51663959100452,Gladwin Community Schools - Alt Education,SCH,2019/04/02 00:00:00+00,0,0,0,0,0
26133,43.982820557048726,-85.454955722588,WHITE BIRCH ESTATES,MUN,2020/11/09 00:00:00+00,0,0,0,0,0
26051,43.99399945800644,-84.35968870796337,Key Court Mobile Home Park,MUN,2018/10/08 00:00:00+00,0,0,0,0,0
26051,43.99545577322346,-84.4639582881905,"Gladwin, City of",MUN,2018/10/08 00:00:00+00,0,0,0,0,0
26035,43.9992557066106,-84.77680148757281,MMCAA Harrison Preschool,DAYCARE,2018/12/06 00:00:00+00,0,0,0,10,0.005
26105,44.005052001747174,-86.44568053682791,TALL OAKS CONDOMINUMS,MUN,2022/06/20 00:00:00+00,0,0,0,3,0.0015
26105,44.00540590843472,-86.34137863752167,West Shore Community College,SCH,2018/11/07 00:00:00+00,0,0,0,0,0
26011,44.00988263513599,-83.99406590869694,Standish-Sterling Central Elementary,SCH,2019/12/19 00:00:00+00,23,0,0,0,2.3
NA,44.01258219707223,-83.10699259473374,Huron Dunes Subdivision,MUN,2018/10/08 00:00:00+00,0,0,0,0,0
26051,44.01787868071128,-84.51555068895895,Gladwin Nursing And Rehabilitation Commu,MUN,2018/10/08 00:00:00+00,0,0,0,0,0
26035,44.021538111161526,-84.82851561601852,"Harrison, City of",MUN,2018/11/13 00:00:00+00,0,0,0,0,0
26133,44.02628873618351,-85.45455113806375,Leroy Elementary,SCH,2018/09/11 00:00:00+00,0,0,0,0,0
26133,44.02674696319786,-85.5588984250134,ADVANCED FIBER MOLDING,MUN,2022/03/08 00:00:00+00,2,0,0,0,0.2
26105,44.027490623623855,-86.18498600807973,Fivecap-Fountain Child Development Ctr,DAYCARE,2018/12/03 00:00:00+00,0,0,0,0,0
26011,44.02874651840053,-83.83686662485377,"Omer, City of",MUN,2019/05/07 00:00:00+00,0,0,0,0,0
26011,44.03067809205933,-83.94117421432001,NA,MUN,2022/10/20 10:30:00+00,14,0,0,3,1.4015
26011,44.03251505569153,-84.04549033348268,Medilodge of Sterling,MUN,2018/11/02 00:00:00+00,0,0,0,0,0
26051,44.03745763682624,-84.35848505186111,Riverview Mobile Home Park - Gladwin,MUN,2018/10/08 00:00:00+00,0,0,0,0,0
26035,44.04271935040605,-84.77590151068702,Camp Oak Hills MBGSC,CHLCMP,2019/06/13 00:00:00+00,0,0,0,0,0
26011,44.04739409796386,-83.67957346041884,"Augres, City of",MUN,2019/04/25 00:00:00+00,0,0,0,0,0
26133,44.0482638053931,-85.50654124225748,Pine River Jr-Sr High,SCH,2018/09/11 00:00:00+00,0,0,0,0,0
26105,44.04887122146944,-86.34162389597661,Victory Early Childhood Center,SCH,2018/11/07 00:00:00+00,0,0,0,0,0
NA,44.05332148913843,-83.00058210811191,Huron Regional Water Authority,MUN,2021/07/15 00:00:00+00,0,0,0,0,0
26011,44.05333403625802,-83.99259587552,Sterling Health Center,MEDCAR,2019/08/06 00:00:00+00,0,0,0,0,0
26051,44.08373919205521,-84.56612821174392,Skeels Christian School,SCH,2018/10/08 00:00:00+00,0,0,0,0,0
26035,44.0861825804678,-84.77499997830093,Camp Deer Trails,CHLCMP,2019/06/13 00:00:00+00,0,0,0,0,0
NA,44.08866635949359,-83.57347581295572,Sims-Whitney Utilities Authority,MUN,2019/04/26 00:00:00+00,0,0,0,0,0
26011,44.098577587580124,-84.09555703616113,Northern Country Estates,MUN,2018/11/02 00:00:00+00,0,0,0,0,0
26051,44.10187821323869,-84.30444817157938,Lakeshore Village,MUN,2018/10/08 00:00:00+00,0,0,0,0,0
26051,44.103386010067894,-84.4089043722749,Lakeside Development,MUN,2018/10/08 00:00:00+00,0,0,0,0,0
NA,44.10926482908661,-83.52037279210934,Saginaw-Midland Water Supply,MUN,2021/03/04 00:00:00+00,0,0,0,0,0
26133,44.111274640561774,-85.14025095280137,Village of Marion,MUN,2018/09/11 00:00:00+00,0,0,0,0,0
26133,44.11322418003897,-85.45374047072147,Tustin Elementary School,DAYCARE,2018/09/11 00:00:00+00,0,0,0,0,0
26113,44.17685834731907,-85.19160061844505,"Mcbain, City of",MUN,2018/11/09 00:00:00+00,0,0,0,0,0
26113,44.17755682296639,-85.29621109915335,Little Blessings Christian Dc Ctr,DAYCARE,2018/12/04 00:00:00+00,0,0,0,0,0
26101,44.17926609265396,-86.3423649338764,Manistee Forest Pines Estates,MUN,2018/11/07 00:00:00+00,0,0,0,0,0
26129,44.18368491381464,-83.98816905797011,Prescott-Hidden Creek Manor,MUN,2018/11/05 00:00:00+00,0,0,0,0,0
26129,44.185481771525794,-84.09275527362385,Cole Canoe Base,CHLCMP,2019/06/12 00:00:00+00,0,0,0,0,0
26113,44.198952546418475,-85.24362525155524,"Mcbain, City of",MUN,2018/11/09 00:00:00+00,0,0,0,0,0
26069,44.2004985906195,-83.72590622305287,National Gypsum Co,INDUS,2019/08/05 00:00:00+00,0,0,0,0,0
26101,44.201141334149376,-86.290164172306,Filer Charter Township,MUN,2018/09/19 00:00:00+00,0,0,0,0,0
26129,44.20447492446342,-83.93511976966181,Prescott Clinic,MEDCAR,2019/08/06 00:00:00+00,0,0,0,0,0
26165,44.221626138796125,-85.40037854478622,NA,MUN,2023/02/08 00:00:00+00,3,0,0,2,0.301
26165,44.222133328454824,-85.50507024203142,Caps - Camp Torenta,CHLCMP,2019/06/10 00:00:00+00,0,0,0,0,0
26165,44.22254451169756,-85.60976336458253,Forest View School,SCH,2018/10/02 00:00:00+00,0,0,0,0,0
26101,44.2227306810761,-86.34261366679523,"Manistee, City of",MUN,2018/09/20 00:00:00+00,0,0,0,0,0
26101,44.22320154390182,-85.92384635315607,USFS - CHITTENDEN NURSERY,MUN,2021/03/15 08:29:59+00,0,0,0,0,0
26069,44.223250526941875,-83.77738881347352,Whittemore Square Apartments,MUN,2018/11/08 00:00:00+00,0,0,0,0,0
26069,44.22523988885216,-83.88203379076032,Whittemore/Prescott School Complex,SCH,2018/11/08 00:00:00+00,4,0,0,2,0.401
26129,44.23063671258805,-84.19602105003746,Twin Pines Mobile Home Park - Ogemaw,MUN,2018/11/05 00:00:00+00,0,0,0,0,0
26165,44.2430696345127,-85.34779117898057,"Cadillac, City of",MUN,2018/10/02 00:00:00+00,0,0,0,0,0
26101,44.24460622091023,-86.290374649845,NA,MUN,2021/03/18 14:19:59+00,0,0,0,0,0
26129,44.253179686880095,-84.2477132275322,Forward Corporation,MOTEL,2019/08/06 00:00:00+00,0,0,0,0,0
26143,44.258852255147886,-84.66663321373981,Emery Pines,MUN,2018/10/15 00:00:00+00,0,0,0,0,0
26069,44.26242536844148,-83.56633834577208,Iosco Resa,SCH,2018/11/16 00:00:00+00,0,0,0,0,0
26113,44.26299354439832,-85.08563974440722,Falmouth Preschool,DAYCARE,2018/12/04 00:00:00+00,0,0,0,0,0
26113,44.26448881736712,-85.29516563057562,WEXFORD/MISSAUKEE DHHS,MUN,2021/03/30 13:30:00+00,0,0,0,0,0
26165,44.26509242230056,-85.39993250313373,Wexford Missaukee Career,OFFICE,2019/08/06 00:00:00+00,0,14,0,3,1.4015
26165,44.2655999372288,-85.5047013381616,Caps - Camp Torenta,CHLCMP,2019/06/10 00:00:00+00,0,0,0,0,0
26101,44.266457981286436,-86.23809653919052,"Manistee, City of",MUN,2018/09/20 00:00:00+00,0,0,0,0,0
26129,44.274089433755215,-84.19469006962333,Country Village Estates MHP,MUN,2018/11/05 00:00:00+00,0,0,0,0,0
26129,44.275699595314194,-84.29944495649507,Ogemaw Township,MUN,2018/11/05 00:00:00+00,0,0,0,0,0
NA,44.280690921010915,-83.40835239676133,Huron Shore Regional Utility Authority,MUN,2021/01/28 00:00:00+00,0,0,0,0,0
26143,44.281184031382956,-84.71853113060386,Camp Co Be Ac,CHLCMP,2019/07/08 00:00:00+00,0,0,0,0,0
26069,44.28301709698182,-83.51307621965184,Mclaren Bay Region,MEDCAR,2019/08/05 00:00:00+00,0,0,0,0,0
26101,44.28807090813746,-86.29058588260237,Little River Band of Ottawa Indians,TRB,2018/09/20 00:00:00+00,0,0,0,0,0
26129,44.29497420473328,-84.14162983645446,Ogemaw Heights High School,SCH,2018/11/05 00:00:00+00,0,0,0,0,0
26143,44.30231208210576,-84.66564667881917,Deerfield Villa,MUN,2018/10/09 00:00:00+00,0,0,0,0,0
26143,44.30349238255183,-84.77046839916478,King Nursing & Rehabilitation Community,MUN,2018/10/11 00:00:00+00,2,0,0,0,0.2
26113,44.30725404138115,-85.18980004302152,Lake City Child Development,SCH,2018/11/09 00:00:00+00,0,0,0,0,0
26113,44.30795429296753,-85.29464167580115,Belle Oakes Assisted Living Center,MUN,2018/11/09 00:00:00+00,0,0,0,0,0
26101,44.31016045156303,-86.02857533704035,Brethren High School,SCH,2018/09/19 00:00:00+00,0,0,0,0,0
26129,44.315833951635,-84.08853254736488,Miss Sue's Kids Zone,DAYCARE,2018/12/07 00:00:00+00,0,0,0,0,0
26143,44.32341538517413,-84.61272462188032,Lakeside Clinic/West Branch Med. Center,MEDCAR,2019/07/08 00:00:00+00,0,0,0,0,0
26143,44.32577725812647,-84.82244503695048,H.L. Schools Comm Ed Center,SCH,2018/10/15 00:00:00+00,0,0,0,0,0
26113,44.32859998241729,-85.13706003456234,BIEWER LUMBER,MUN,2021/10/12 11:00:00+00,0,0,0,0,0
26113,44.32934864446105,-85.24193888925596,"Lake City, City of",MUN,2018/11/08 00:00:00+00,0,0,0,0,0
26143,44.34577145394223,-84.66465832326406,BUCCILLI'S PIZZA,MUN,2021/01/13 00:00:00+00,0,0,0,0,0
26143,44.34695304566576,-84.76955718177892,Houghton Heights Manor,MUN,2018/10/15 00:00:00+00,0,0,0,0,0
26113,44.350718539108456,-85.18919787469999,ROSCOMMON COMMISION ON AGING,MUN,2020/12/08 00:00:00+00,0,0,0,0,0
26101,44.35338763732299,-86.23844282041306,Pirates Cove Condominiums,MUN,2018/09/19 00:00:00+00,0,0,0,0,0
26101,44.35362620209974,-86.02859337701933,"Kaleva, Village of",MUN,2018/09/19 00:00:00+00,0,0,0,5,0.0025
26143,44.364125321205655,-84.40184505380664,Charlton Heston Academy,SCH,2018/10/11 00:00:00+00,0,0,0,0,0
26143,44.36810409871968,-84.71663154039737,North Shore Trailer Park,MUN,2018/10/11 00:00:00+00,0,0,0,0,0
26165,44.37346630542653,-85.34633405252112,Cedar Creek Township,MUN,2018/10/02 00:00:00+00,0,0,0,0,0
26101,44.375215968733414,-86.1860485418179,ONEKAMA HIGH SCHOOL,MUN,2021/01/22 11:00:00+00,0,0,93,0,9.3
26069,44.3763125585122,-83.82410073429858,Advanced Downtown Aquatic Physical Therapy,MEDCAR,2019/08/05 00:00:00+00,0,0,0,0,0
26129,44.38353831802614,-84.24382409776892,Camp Timbers,CHLCMP,2019/06/12 00:00:00+00,0,0,0,0,0
26113,44.39418266359973,-85.18859469314626,LAKE CITY FORGE INC,MUN,2021/03/16 10:30:00+00,0,0,0,0,0
26165,44.39548926141433,-85.39859039819632,"Manton, City of",MUN,2018/10/02 00:00:00+00,0,0,0,0,0
26165,44.396725353058905,-85.71359838970851,"Mesick, Village of",MUN,2018/10/04 00:00:00+00,0,0,0,0,0
26101,44.397020333842896,-86.13361503546491,"Bear Lake, Village of",MUN,2018/09/18 00:00:00+00,2,0,0,0,0.2
26069,44.3970226891805,-83.77082164407587,Northern Pines,MUN,2018/11/15 00:00:00+00,0,0,0,0,0
26129,44.40273262697196,-84.08570377690843,ATF INC,MUN,2020/12/22 13:38:59+00,0,0,0,0,0
26143,44.411563456560316,-84.71567910722999,Country Village Apartments,MUN,2018/10/11 00:00:00+00,0,0,0,0,0
26129,44.425325323712315,-84.13750214235415,Aquatic Physical Therapy/Frmr Agility Physical Therapy,MEDCAR,2019/08/06 00:00:00+00,0,0,0,0,0
26069,44.43150135635996,-83.349160615125,Whispering Woods-White Pine Ridge Oscod,MUN,2019/04/04 00:00:00+00,22,0,0,0,2.2
26113,44.43684771416384,-85.0829193462199,The Bohning Company LTD,INDUS,2019/08/06 00:00:00+00,0,0,0,0,0
26143,44.45378930090007,-84.60963522793546,DNR HEADQUARTERS OP SVC CTR-ROSCOMMON,MUN,2020/11/16 00:00:00+00,0,0,0,0,0
26143,44.47486485737899,-84.55655656799019,Bambi Lake,CHLCMP,2019/06/12 00:00:00+00,3,0,0,0,0.3
26143,44.47614680055435,-84.66168215812407,C.O.O.R. School,SCH,2021/03/23 00:00:00+00,0,0,0,29,0.0145
26165,44.48365644842139,-85.71316773693991,Northern Pines Medical Center,MEDCAR,2019/06/11 00:00:00+00,0,0,0,0,0
26101,44.483780490851004,-86.23896705922878,Arcadia Medical,MEDCAR,2019/08/05 00:00:00+00,0,0,0,0,0
26101,44.483949770696974,-86.13380886367445,Kamp Villa RV Park,MUN,2018/09/18 00:00:00+00,0,0,0,0,0
26101,44.48399710948779,-85.92348896295466,Betsie Valley Elementary Sch,SCH,2018/09/18 00:00:00+00,0,0,0,0,0
26129,44.48962904234673,-84.08286392496267,New Life Camp & Resort,CHLCMP,2019/06/12 00:00:00+00,0,0,0,0,0
26143,44.49448820334015,-84.39828515877115,Kirtland Community College,MUN,2018/10/10 00:00:00+00,0,0,0,0,0
26143,44.49724632268869,-84.60860152401416,"ROSCOMMON, VILLAGE OF",MUN,2021/08/26 00:00:00+00,0,0,0,4.1,0.0020499999999999997
26143,44.49848079971609,-84.71376887793173,Ajd Forest Products,INDUS,2019/08/06 00:00:00+00,0,0,0,0,0
26165,44.505243257837876,-85.66046034832831,"Buckley, Village of",MUN,2018/10/04 00:00:00+00,0,0,0,0,0
26101,44.5057303151793,-86.08125838827748,Telamon Migrant Headstart,DAYCARE,2019/06/24 00:00:00+00,0,0,0,0,0
26101,44.50575414039229,-85.97605922263439,Crystal Mountain Resort & Spa,MUN,2018/09/18 00:00:00+00,0,0,0,0,0
26039,44.5207912467145,-84.76589540581887,Camp Westminster,CHLCMP,2019/09/18 00:00:00+00,0,0,0,0,0
26019,44.527414128196035,-86.13390645197306,Smeltzer Orchards,INDUS,2019/08/05 00:00:00+00,0,0,0,0,0
26019,44.52746210556033,-85.92342985555287,"Thompsonville, Village of",MUN,2018/09/18 00:00:00+00,0,0,0,0,0
26019,44.527486706589556,-86.02866855257719,Crystal Mountain Resort & Spa,MUN,2018/09/18 00:00:00+00,0,0,0,0,0
NA,44.5388422991905,-83.29166461536015,"NORTHERN SPRINGS, LLC",MUN,2021/06/17 17:12:00+00,0,0,0,0,0
26055,44.54870813548963,-85.66020542029727,LEELANAU FRUIT BUCKLEY,MUN,2021/01/19 15:59:59+00,0,0,0,0,0
26039,44.56306135149484,-84.65968862304051,CHERVEN WATER,MUN,2021/08/10 00:00:00+00,0,0,0,0,0
26039,44.5642496641922,-84.76497564941324,DTMB-DMA CAMP GRAYLING - CANTONMENT,MUN,2022/05/17 09:30:00+00,0,0,0,0,0
NA,44.57070792953988,-86.23931963766664,Camp Lookout,CHLCMP,2019/05/30 00:00:00+00,0,0,0,0,0
26039,44.58539628750566,-84.7118513822984,Georgia-Pacific Chemicals LLC,INDUS,2019/08/06 00:00:00+00,0,0,0,0,0
26055,44.59078703383258,-85.34388985958988,FIFE LAKE ELEMENTARY,MUN,2021/09/21 12:00:00+00,0,0,87,0,8.7
26055,44.59180796363326,-85.55459503077581,"Kingsley, Village of",MUN,2018/10/23 00:00:00+00,0,0,0,0,0
26055,44.5921726956877,-85.65995016341482,St Marys School of Hannah,SCH,2018/10/23 00:00:00+00,0,0,0,0,0
26019,44.592658941931354,-86.08137588814131,Benzonia Village of,MUN,2018/09/07 00:00:00+00,0,0,0,0,0
26079,44.61220253222238,-85.2909498298467,Forest Area High School,SCH,2018/11/07 00:00:00+00,0,0,0,0,0
NA,44.6141712983443,-86.23949682023101,"Elberta, Village of",MUN,2018/09/17 00:00:00+00,0,0,0,0,0
26019,44.61434210007507,-86.1341029201008,"GRACELAND FRUIT CO-OP, INC.",MUN,2021/08/26 11:00:00+00,0,0,0,30,0.015
26019,44.61441540813379,-86.02870778494152,Benzie Central High/Middle School,SCH,2018/09/07 00:00:00+00,0,0,0,0,0
NA,44.625694074169544,-83.28764047817648,Jamieson Nursing Home,MUN,2018/11/14 00:00:00+00,0,0,0,0,0
26055,44.635904571696564,-85.76512937919938,Green Lake Township,MUN,2018/10/23 00:00:00+00,0,0,0,0,0
26019,44.63600061244637,-86.18686914794183,Third Coast Dental Group,MEDCAR,2019/09/19 00:00:00+00,0,0,0,0,0
26019,44.63612286877654,-86.08143514341464,Abramson Family Dentistry,MEDCAR,2019/08/05 00:00:00+00,0,0,0,0,0
26135,44.64256598309833,-84.13056842207381,MAPLEWOOD AND STONE MANORS,MUN,2021/09/21 00:00:00+00,0,0,0,3,0.0015
26135,44.64424102689529,-84.23597742969187,Ami Industries - Luzerne,INDUS,2019/07/25 00:00:00+00,0,0,0,0,0
26039,44.65116511225106,-84.76313084105895,Crawford Ausable Daycare,DAYCARE,2018/11/30 00:00:00+00,0,0,0,0,0
26055,44.65678472252904,-85.50135752001697,Camp Arbutus,CHLCMP,2019/06/11 00:00:00+00,0,0,0,0,0
26055,44.65751496739589,-85.71230363245915,Blair Township,MUN,2018/09/21 00:00:00+00,0,0,0,0,0
26019,44.65763442854555,-86.23967458326902,"Frankfort, City of",MUN,2018/09/17 00:00:00+00,0,0,0,0,0
26019,44.657805708279255,-86.1342017774783,Buttercup Shores,MUN,2018/09/17 00:00:00+00,0,0,0,0,0
26019,44.657879357900946,-86.0287277705481,Platte River Elementary School,SCH,2018/09/07 00:00:00+00,0,0,0,0,0
26001,44.669118862976966,-83.28562223312815,"Harrisville, City of",MUN,2018/11/14 00:00:00+00,0,0,0,0,0
26001,44.67156787671988,-83.39102778510524,Alcona Community High School,SCH,2018/11/14 00:00:00+00,0,0,0,0,0
26039,44.67230988897554,-84.70992648000536,"GRAYLING, CITY OF",MUN,2022/07/11 00:00:00+00,18,0,0,0,1.8
26039,44.673453217793345,-84.81541191877645,Shawono Center - DHS,MUN,2018/11/07 00:00:00+00,0,0,0,0,0
26055,44.67827287040626,-85.44841515954866,WOODLAND SCHOOL,MUN,2021/09/22 15:00:00+00,0,0,100,0,10
26055,44.6791008508198,-85.65943861160886,Silver Shores Mobile Home Park,MUN,2018/09/20 00:00:00+00,0,0,0,2,0.001
26019,44.67946387471871,-86.18700769772957,CRYSTAL HIGHLANDS SUBDIVISION,MUN,2020/12/08 00:00:00+00,0,0,0,0,0
26019,44.67953886466229,-85.87046648734696,Buena Vista Estates,MUN,2018/09/07 00:00:00+00,0,0,0,0,0
26135,44.686012398300576,-84.12917336390889,Ausable Valley Com Mental Hlth,MEDCAR,2019/08/07 00:00:00+00,0,0,0,0,0
26079,44.69761696274361,-85.07880212358252,Crawford School,SCH,2018/11/07 00:00:00+00,0,0,0,0,0
26055,44.70024799638922,-85.50098309619,Courtade Elem School,SCH,2018/10/03 00:00:00+00,0,0,0,0,0
26055,44.70097880967435,-85.71208694612062,Silver Lake Elem Sch,SCH,2018/10/03 00:00:00+00,0,0,0,0,0
26019,44.70119786528893,-85.8176404333667,Jean Noble Parson Center,CHLCMP,2019/05/30 00:00:00+00,0,0,0,0,0
26135,44.70685998397142,-84.07571475604766,Fairview Area Schools,SCH,2018/11/08 00:00:00+00,0,0,0,0,0
26039,44.715765972438696,-84.70896120720323,Grayling High School,SCH,2018/11/06 00:00:00+00,0,0,0,0,0
26079,44.71795817910775,-84.92009445033409,Camp Gan Israel,CHLCMP,2019/06/11 00:00:00+00,0,0,0,0,0
26055,44.72219887626181,-85.55359080306015,East Bay Charter Township,MUN,2018/10/24 00:00:00+00,0,0,0,0,0
26055,44.72256443758854,-85.65918228917464,CENTRAL DAY CARE CENTER,MUN,2020/12/10 11:29:59+00,0,0,0,0,0
26055,44.72283237095792,-85.7647749230442,Westwoods Elem School,SCH,2018/10/03 00:00:00+00,0,0,0,0,0
26019,44.723002628862965,-85.87036819343534,Stepping Stones Children's Center,DAYCARE,2018/11/30 00:00:00+00,0,0,0,0,0
26135,44.727682103227664,-84.02221845838793,Ausable Valley Community,MUN,2018/11/08 00:00:00+00,0,0,0,0,0
26135,44.729458231532675,-84.1277754875079,Cooper/Standard Auto-Southside,INDUS,2019/08/15 00:00:00+00,0,0,0,0,0
26079,44.74188176825515,-85.18373091302462,"Kalkaska, Village of",MUN,2018/11/07 00:00:00+00,0,0,0,0,0
26055,44.74371091570257,-85.50060804253951,EAST BAY CHARTER TOWNSHIP,MUN,2022/08/29 00:00:00+00,0,0,0,4,0.002
26055,44.74412545856751,-85.60623829446659,42ND STREET PLAZA,MUN,2020/12/10 14:00:00+00,0,0,0,8,0.004
26055,44.74444233003671,-85.71186996930602,Black Bear Farms,MUN,2018/10/24 00:00:00+00,0,0,0,0,0
26001,44.744536896127336,-83.75752934462601,WHITEFORD TOWNSHIP,MUN,2021/01/19 00:00:00+00,0,0,0,0,0
26135,44.74847870734727,-83.96868449133797,CAMP MICHILUCA-BIRCHWOOD,MUN,2021/04/28 12:10:00+00,0,0,0,3,0.0015
26055,44.765198238791726,-85.44758606314676,Grand Traverse Band of Ottawa And Chippewa - Peshawbestown,TRB,2018/09/20 00:00:00+00,0,0,0,0,0
NA,44.76566182229457,-85.55325497545411,"Traverse City, City of",MUN,2021/01/18 00:00:00+00,0,0,0,0,0
26055,44.76602769196884,-85.6589255849266,Professional Terrace Building,MEDCAR,2019/08/16 00:00:00+00,0,0,0,0,0
26039,44.78153475975791,-84.76035012886739,FREDERIC TOWNSHIP BUILDING,MUN,2020/12/01 00:00:00+00,0,0,0,0,0
26079,44.78534236204012,-85.18311791653741,AMERICAN WASTE,MUN,2021/03/16 11:00:00+00,0,0,0,0,0
26055,44.78717347732941,-85.5002323454452,Acme Township - Hope Village,MUN,2018/10/24 00:00:00+00,0,0,0,0,0
26089,44.78790552418035,-85.71165268835372,Rolling Meadows Water Assn.,MUN,2018/09/21 00:00:00+00,0,0,0,0,0
NA,44.80912441662173,-85.55291858144993,PENINSULA TOWNSHIP,MUN,2020/12/06 00:00:00+00,0,0,0,0,0
26089,44.80949061021726,-85.65866848470228,Cedar Creek Water Company,MUN,2018/09/04 00:00:00+00,0,0,0,0,0
NA,44.8099759116251,-86.08167525928731,"Empire, Village of",MUN,2018/09/04 00:00:00+00,0,0,0,0,0
26135,44.819618079932695,-84.33642483690276,Garland Resort,MUN,2018/11/08 00:00:00+00,0,0,0,0,0
26001,44.82706910944386,-83.54274495276438,Crystal Springs Estates,RESD,2019/09/26 00:00:00+00,0,0,0,0,0
26079,44.82709169507987,-84.97095250528022,Ausable Institute of Env.Study,CHLCMP,2019/06/11 00:00:00+00,0,0,0,0,0
26079,44.82951139524785,-85.28828495997357,Rapid City Elementary School,SCH,2018/11/07 00:00:00+00,0,0,0,0,0
26089,44.831368388841625,-85.71143508989434,Elmwood Twp - Timberlee,MUN,2018/09/04 00:00:00+00,0,0,0,0,0
26089,44.83170913298043,-85.92301816045153,Glen Lake Community School,SCH,2018/09/04 00:00:00+00,0,0,0,0,0
26089,44.83173239836198,-86.02880990100688,"EMPIRE, VILLAGE OF",MUN,2020/11/10 00:00:00+00,0,0,0,0,0
26135,44.84056075721278,-84.2829146668246,Ami Industries,INDUS,2019/07/25 00:00:00+00,0,0,0,0,0
26079,44.85014117060972,-85.12928709365819,Rapid River Meadows,MUN,2018/11/07 00:00:00+00,0,0,0,0,0
26055,44.852122134545745,-85.44675402223585,Saint-Gobain,INDUS,2019/09/06 00:00:00+00,14,0,0,2,1.4009999999999998
26089,44.85339210158782,-85.87007300589042,Maple Valley Nursing Home,MUN,2018/09/06 00:00:00+00,0,0,0,0,0
26009,44.87297198722525,-85.28774900556304,"EVART, CITY OF",MUN,2022/09/07 00:00:00+00,0,0,0,19,0.0095
26009,44.873583737777054,-85.39361269559019,BURNETTE FOODS,MUN,2021/01/14 10:15:00+00,0,0,0,0,0
26055,44.874097510824114,-85.49947896078965,Old Mission Peninsula School,SCH,2018/10/24 00:00:00+00,0,0,0,0,0
26089,44.87519495011393,-86.02883092019597,NA,MUN,2021/06/16 15:59:59+00,0,0,0,0,0
26119,44.88400775335931,-84.28162520105997,OAK LEAF MANOR,MUN,2022/07/12 00:00:00+00,21,0,0,5,2.1025
26009,44.892743279235276,-85.02273668850387,Mancelona Area Water And Sewer Authority,MUN,2018/08/15 00:00:00+00,0,0,0,0,0
NA,44.895583520615325,-85.4463368612063,"Elk Rapids, Village of",MUN,2018/09/06 00:00:00+00,0,0,0,0,0
26089,44.89692686793308,-85.9758858561783,Homestead/Crystal River Water Co,MUN,2018/09/04 00:00:00+00,0,0,0,0,0
26007,44.91160574397928,-83.43320523961016,Alcona Health Center-Ossineke Services,MEDCAR,2019/08/06 00:00:00+00,0,0,0,0,0
26009,44.91491313551494,-85.07533533344477,Mancelona Area Water And Sewer Authority,MUN,2018/08/15 00:00:00+00,0,0,0,0,0
26009,44.915721659563516,-85.18127185333256,Pinebrook Condominiums,MUN,2018/08/15 00:00:00+00,0,0,0,0,0
26009,44.91643217665047,-85.28721202202688,Lakewood Terrace Association,MUN,2018/08/15 00:00:00+00,0,0,0,0,0
26009,44.917044632929006,-85.3931553237025,"Elk Rapids, Village of",MUN,2018/09/06 00:00:00+00,0,0,0,0,0
NA,44.917975152177775,-85.60504927160663,York Condominiums,MUN,2018/09/06 00:00:00+00,0,0,0,0,0
26089,44.91851280772014,-85.81694957580329,Sugar Loaf Resort,MUN,2018/09/06 00:00:00+00,0,0,0,0,0
26009,44.938480796417814,-85.33993436293879,GREAT LAKES PACKING - MIGRANT CAMP,MUN,2022/01/27 09:00:00+00,0,3,0,0,0.3
