geoid,latitude.x,longitude.x,system_name,system_type,sample_date,pfhxs_result,pfna_result,hfpoda_result,pfbs_result,hazard_index,nearest_facility,distance_m,longitude.y,latitude.y,county,address,city,zip_code,type,residential_wells_sampled,site_lead,site_lead_email,site_lead_phone,hyperlink,military,facility_date
26091,42.07490865086424,-84.00644472450236,Clinton Estates,MUN,2018/08/23 00:00:00+00,0,0,0,0,0,Adrian Landfill Incorporated,20774.56016716657,-83.992735,41.888357,Lenawee County,1970 Ogden Highway,Adrian,49221,Landfill,No,Brett Coulter,CoulterB1@Michigan.gov,517-614-7714,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/lenawee-county/adrian-landfill-incorporated,No,2020/05/26 00:00:00+00
26115,41.73988966383335,-83.56447002775447,Monroe South County,MUN,2018/10/24 00:00:00+00,0,0,0,0,0,Ford River Raisin Warehouse,25284.492967502523,-83.35222,41.90325,Monroe County,3200 East Elm Avenue,Monroe,48162,Industrial,No,Christine Matlock,MatlockC2@Michigan.gov,517-290-4612,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/monroe-county/ford-river-raisin-warehouse,No,2019/10/10 00:00:00+00
26115,41.74203744125939,-83.66499492255367,Bedford Meadows,MUN,2018/07/26 00:00:00+00,0,0,0,0,0,Ford River Raisin Warehouse,31513.04478041201,-83.35222,41.90325,Monroe County,3200 East Elm Avenue,Monroe,48162,Industrial,No,Christine Matlock,MatlockC2@Michigan.gov,517-290-4612,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/monroe-county/ford-river-raisin-warehouse,No,2019/10/10 00:00:00+00
26115,41.76481334071036,-83.71446574458892,Whiteford Elem School,SCH,2018/07/26 00:00:00+00,0,0,0,0,0,Ford River Raisin Warehouse,33729.269587973264,-83.35222,41.90325,Monroe County,3200 East Elm Avenue,Monroe,48162,Industrial,No,Christine Matlock,MatlockC2@Michigan.gov,517-290-4612,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/monroe-county/ford-river-raisin-warehouse,No,2019/10/10 00:00:00+00
26115,41.80398225527879,-83.51162265054515,"BENORE LOGISTIC SYSTEMS, INC.",MUN,2021/06/14 14:29:59+00,0,0,0,0,0,Ford River Raisin Warehouse,17208.75173064515,-83.35222,41.90325,Monroe County,3200 East Elm Avenue,Monroe,48162,Industrial,No,Christine Matlock,MatlockC2@Michigan.gov,517-290-4612,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/monroe-county/ford-river-raisin-warehouse,No,2019/10/10 00:00:00+00
26115,41.87450780514212,-83.76085420463127,Blissfield,MUN,2021/01/22 00:00:00+00,0,0,0,0,0,Ford River Raisin Warehouse,33976.62330884721,-83.35222,41.90325,Monroe County,3200 East Elm Avenue,Monroe,48162,Industrial,No,Christine Matlock,MatlockC2@Michigan.gov,517-290-4612,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/monroe-county/ford-river-raisin-warehouse,No,2019/10/10 00:00:00+00
26115,41.909182203141526,-83.35612294971048,Monroe,MUN,2019/09/06 00:00:00+00,3,0,0,0,0.3,Ford River Raisin Warehouse,734.4642850583148,-83.35222,41.90325,Monroe County,3200 East Elm Avenue,Monroe,48162,Industrial,No,Christine Matlock,MatlockC2@Michigan.gov,517-290-4612,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/monroe-county/ford-river-raisin-warehouse,No,2019/10/10 00:00:00+00
26115,41.913756069612475,-83.55769210431968,Ida Strip Mall,DAYCARE,2018/12/05 00:00:00+00,0,0,0,0,0,Ford River Raisin Warehouse,17043.467273572027,-83.35222,41.90325,Monroe County,3200 East Elm Avenue,Monroe,48162,Industrial,No,Christine Matlock,MatlockC2@Michigan.gov,517-290-4612,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/monroe-county/ford-river-raisin-warehouse,No,2019/10/10 00:00:00+00
26115,41.9731743088902,-83.30292804173665,Frenchtown Township,MUN,2019/09/04 00:00:00+00,3,0,0,0,0.3,Ford River Raisin Warehouse,8779.378728403064,-83.35222,41.90325,Monroe County,3200 East Elm Avenue,Monroe,48162,Industrial,No,Christine Matlock,MatlockC2@Michigan.gov,517-290-4612,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/monroe-county/ford-river-raisin-warehouse,No,2019/10/10 00:00:00+00
26115,42.06909148438344,-83.70328415054638,Milan,MUN,2018/08/02 00:00:00+00,0,0,0,0,0,Ford River Raisin Warehouse,34380.16977413759,-83.35222,41.90325,Monroe County,3200 East Elm Avenue,Monroe,48162,Industrial,No,Christine Matlock,MatlockC2@Michigan.gov,517-290-4612,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/monroe-county/ford-river-raisin-warehouse,No,2019/10/10 00:00:00+00
26115,41.950222596437,-83.25344582929351,Frenchtown Township,MUN,2021/01/22 00:00:00+00,0,0,0,0,0,Ford River Raisin Warehouse,9698.166424364537,-83.35222,41.90325,Monroe County,3200 East Elm Avenue,Monroe,48162,Industrial,No,Christine Matlock,MatlockC2@Michigan.gov,517-290-4612,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/monroe-county/ford-river-raisin-warehouse,No,2019/10/10 00:00:00+00
26021,41.764807299122666,-86.78268543231103,Michiana,MUN,2018/10/23 00:00:00+00,0,0,0,0,0,Southeast Berrien County Landfill Authority,37965.84990729069,-86.328737,41.809668,Berrien County,1540 Mayflower Road,Niles,49120,Landfill,No,Nathan Whitmyer,Nathan Whitmyer,269-286-1451,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/berrien-county/southeast-berrien-county-landfill-authority,No,2020/08/03 00:00:00+00
26021,41.78684824096343,-86.73264295291911,New Buffalo,MUN,2019/04/24 00:00:00+00,0,0,0,0,0,Southeast Berrien County Landfill Authority,33577.98048714546,-86.328737,41.809668,Berrien County,1540 Mayflower Road,Niles,49120,Landfill,No,Nathan Whitmyer,Nathan Whitmyer,269-286-1451,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/berrien-county/southeast-berrien-county-landfill-authority,No,2020/08/03 00:00:00+00
26021,41.78740243031818,-86.63205778759574,Three Oaks,MUN,2018/07/19 00:00:00+00,0,0,0,0,0,Southeast Berrien County Landfill Authority,25265.41455331657,-86.328737,41.809668,Berrien County,1540 Mayflower Road,Niles,49120,Landfill,No,Nathan Whitmyer,Nathan Whitmyer,269-286-1451,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/berrien-county/southeast-berrien-county-landfill-authority,No,2020/08/03 00:00:00+00
26021,41.78872704921256,-86.22966730200692,Niles Township,MUN,2018/07/19 00:00:00+00,0,0,0,0,0,Buckeye Niles Terminal,2107.990675710669,-86.254202,41.783755,Berrien County,2303 South Third Street,Niles,49120,Fire Related,Yes,Pablo Mora,morap@michigan.gov,269-910-0136,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/berrien-county/buckeye-niles-terminal,No,2021/10/27 00:00:00+00
26021,41.808867938680955,-86.68256506620646,CHIKAMING TOWNSHIP,MUN,2020/11/04 00:00:00+00,0,0,0,0,0,Southeast Berrien County Landfill Authority,29325.84062177445,-86.328737,41.809668,Berrien County,1540 Mayflower Road,Niles,49120,Landfill,No,Nathan Whitmyer,Nathan Whitmyer,269-286-1451,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/berrien-county/southeast-berrien-county-landfill-authority,No,2020/08/03 00:00:00+00
26021,41.810131757903655,-86.38068284986689,Buchanan,MUN,2018/07/19 00:00:00+00,0,0,0,0,0,Southeast Berrien County Landfill Authority,4305.605307250898,-86.328737,41.809668,Berrien County,1540 Mayflower Road,Niles,49120,Landfill,No,Nathan Whitmyer,Nathan Whitmyer,269-286-1451,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/berrien-county/southeast-berrien-county-landfill-authority,No,2020/08/03 00:00:00+00
26021,41.81037453537359,-86.28004621685581,Niles,MUN,2018/07/24 00:00:00+00,0,0,0,0,0,Buckeye Niles Terminal,3653.942384730919,-86.254202,41.783755,Berrien County,2303 South Third Street,Niles,49120,Fire Related,Yes,Pablo Mora,morap@michigan.gov,269-910-0136,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/berrien-county/buckeye-niles-terminal,No,2021/10/27 00:00:00+00
26021,41.83199895182624,-86.3304588961682,Berrien,SCH,2018/08/30 00:00:00+00,0,0,0,0,0,Southeast Berrien County Landfill Authority,2487.188722620805,-86.328737,41.809668,Berrien County,1540 Mayflower Road,Niles,49120,Landfill,No,Nathan Whitmyer,Nathan Whitmyer,269-286-1451,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/berrien-county/southeast-berrien-county-landfill-authority,No,2020/08/03 00:00:00+00
26021,41.83219790267661,-86.22978582814099,Niles,MUN,2018/07/24 00:00:00+00,0,0,0,0,0,Toefco Engineered Coating Systems Inc,1357.5310135178743,-86.2418,41.8405,Berrien County,1220 North 14th Street,Niles,49120,Industrial,No,Kathleen Ekstrum,EkstrumK@Michigan.gov,269-568-1373,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/berrien-county/toefco-engineered-coating-systems,No,2022/04/07 00:00:00+00
26021,41.853600253447595,-86.3809053482728,Riverside Estates - Berrien,MUN,2018/07/24 00:00:00+00,0,0,0,0,0,Southeast Berrien County Landfill Authority,6522.709678239892,-86.328737,41.809668,Berrien County,1540 Mayflower Road,Niles,49120,Landfill,No,Nathan Whitmyer,Nathan Whitmyer,269-286-1451,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/berrien-county/southeast-berrien-county-landfill-authority,No,2020/08/03 00:00:00+00
26021,41.85384463469404,-86.2801998026514,SOUTHTOWN MHP,MUN,2020/10/18 00:00:00+00,0,2.9,0,0,0.29,Toefco Engineered Coating Systems Inc,3509.8361321715233,-86.2418,41.8405,Berrien County,1220 North 14th Street,Niles,49120,Industrial,No,Kathleen Ekstrum,EkstrumK@Michigan.gov,269-568-1373,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/berrien-county/toefco-engineered-coating-systems,No,2022/04/07 00:00:00+00
26021,41.87546827196688,-86.33064761735024,Hills Haven Mobile Home Park,MUN,2018/08/30 00:00:00+00,0,0,0,0,0,Southeast Berrien County Landfill Authority,7318.379546489078,-86.328737,41.809668,Berrien County,1540 Mayflower Road,Niles,49120,Landfill,No,Nathan Whitmyer,Nathan Whitmyer,269-286-1451,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/berrien-county/southeast-berrien-county-landfill-authority,No,2020/08/03 00:00:00+00
26021,41.87566875772474,-86.22990557841493,"Paragon Tempered Glass, LLC",INDUS,2019/07/01 00:00:00+00,0,0,0,0,0,Toefco Engineered Coating Systems Inc,4032.754842558915,-86.2418,41.8405,Berrien County,1220 North 14th Street,Niles,49120,Industrial,No,Kathleen Ekstrum,EkstrumK@Michigan.gov,269-568-1373,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/berrien-county/toefco-engineered-coating-systems,No,2022/04/07 00:00:00+00
26021,41.89731474057844,-86.28035467876187,Michiana Christian Serv Camp,CHLCMP,2019/05/13 00:00:00+00,0,0,0,0,0,Toefco Engineered Coating Systems Inc,7078.349096784163,-86.2418,41.8405,Berrien County,1220 North 14th Street,Niles,49120,Industrial,No,Kathleen Ekstrum,EkstrumK@Michigan.gov,269-568-1373,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/berrien-county/toefco-engineered-coating-systems,No,2022/04/07 00:00:00+00
26021,41.939773381169985,-86.58302905823395,BRIDGMAN,MUN,2021/01/20 00:00:00+00,0,0,0,2,0.001,Harbor Plating,21843.197400187917,-86.43755178,42.10381271,Berrien County,724 South Fair Street,Benton Harbor,49022,Plating,No,"Pablo Mora
","MoraP@Michigan.gov
","269-910-0136
",https://www.michigan.gov/pfasresponse/investigations/sites-aoi/berrien-county/harbor-plating,No,2020/03/12 00:00:00+00
26021,41.94053730306117,-86.38135463813768,Country Acres Homeowners Association,MUN,2018/07/24 00:00:00+00,0,0,0,0,0,Michigan Tube Division,8407.579438790355,-86.30255939,41.98833231,Berrien County,6400 Love Road,Eau Claire,49111,Plating,Yes,Kate Ekstrum,EkstrumK@Michigan.gov,269-568-1373,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/berrien-county/michigan-tube-division,No,2023/07/18 00:00:00+00
26021,41.94078485025638,-86.28051083730898,BERRIEN SPRINGS,MUN,2021/06/30 00:00:00+00,0,0,0,2.7,0.00135,Michigan Tube Division,5592.5022255744925,-86.30255939,41.98833231,Berrien County,6400 Love Road,Eau Claire,49111,Plating,Yes,Kate Ekstrum,EkstrumK@Michigan.gov,269-568-1373,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/berrien-county/michigan-tube-division,No,2023/07/18 00:00:00+00
26021,41.96173095775415,-86.5327774508818,LAKE CHARTER TOWNSHIP,MUN,2022/02/09 00:00:00+00,0,0,0,2.2,0.0011,Harbor Plating,17648.15454083515,-86.43755178,42.10381271,Berrien County,724 South Fair Street,Benton Harbor,49022,Plating,No,"Pablo Mora
","MoraP@Michigan.gov
","269-910-0136
",https://www.michigan.gov/pfasresponse/investigations/sites-aoi/berrien-county/harbor-plating,No,2020/03/12 00:00:00+00
26021,41.96240694576176,-86.33102912413275,ANDREWS UNIVERSITY,MUN,2022/06/21 00:00:00+00,6,0,0,3,0.6014999999999999,Michigan Tube Division,3721.4582909564906,-86.30255939,41.98833231,Berrien County,6400 Love Road,Eau Claire,49111,Plating,Yes,Kate Ekstrum,EkstrumK@Michigan.gov,269-568-1373,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/berrien-county/michigan-tube-division,No,2023/07/18 00:00:00+00
26021,41.98400585042582,-86.38158141163026,Honor Credit Union,OFFICE,2019/07/01 00:00:00+00,0,0,0,0,0,Michigan Tube Division,6549.023304947746,-86.30255939,41.98833231,Berrien County,6400 Love Road,Eau Claire,49111,Plating,Yes,Kate Ekstrum,EkstrumK@Michigan.gov,269-568-1373,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/berrien-county/michigan-tube-division,No,2023/07/18 00:00:00+00
26021,41.9842549593248,-86.28066826819304,Eau Claire,MUN,2018/08/30 00:00:00+00,0,0,0,0,0,Michigan Tube Division,1865.2809397881588,-86.30255939,41.98833231,Berrien County,6400 Love Road,Eau Claire,49111,Plating,Yes,Kate Ekstrum,EkstrumK@Michigan.gov,269-568-1373,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/berrien-county/michigan-tube-division,No,2023/07/18 00:00:00+00
26021,42.027474407107,-86.38180959318765,"River School, Sodus Township #5",SCH,2018/07/17 00:00:00+00,0,0,0,0,0,Michigan Tube Division,7862.5153038448625,-86.30255939,41.98833231,Berrien County,6400 Love Road,Eau Claire,49111,Plating,Yes,Kate Ekstrum,EkstrumK@Michigan.gov,269-568-1373,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/berrien-county/michigan-tube-division,No,2023/07/18 00:00:00+00
26021,42.04904926214304,-86.43243138151217,Brookview School,SCH,2018/07/16 00:00:00+00,0,0,0,0,0,Harbor Plating,6104.074254923405,-86.43755178,42.10381271,Berrien County,724 South Fair Street,Benton Harbor,49022,Plating,No,"Pablo Mora
","MoraP@Michigan.gov
","269-910-0136
",https://www.michigan.gov/pfasresponse/investigations/sites-aoi/berrien-county/harbor-plating,No,2020/03/12 00:00:00+00
26021,42.070942970102365,-86.38203917398074,Meadow Streams Estates,MUN,2018/07/23 00:00:00+00,0,0,0,0,0,Harbor Plating,5860.340225862563,-86.43755178,42.10381271,Berrien County,724 South Fair Street,Benton Harbor,49022,Plating,No,"Pablo Mora
","MoraP@Michigan.gov
","269-910-0136
",https://www.michigan.gov/pfasresponse/investigations/sites-aoi/berrien-county/harbor-plating,No,2020/03/12 00:00:00+00
